Id,Address,ChannelType,User.UserId,User.UserAttributes.FirstName,User.UserAttributes.LastName,User.UserAttributes.Stage,User.UserAttributes.CLVTier,User.UserAttributes.PreferredChannel,User.UserAttributes.NextRecommendedOffer,User.UserAttributes.PlanType,Metrics.ChurnPrediction,Metrics.UpsellPrediction,Attributes.LastEngagement
example497,success+example497@simulator.amazonses.com,EMAIL,497,John497,Doe497,Renewal,High,Email,ProductX,Standard,0.006916661,0.321086748,2020-03-05T12:04:39.914Z
example498,success+example498@simulator.amazonses.com,EMAIL,498,John498,Doe498,Upsell,High,Email,ProductX,Standard,0.976167508,0.334994127,2020-03-05T12:04:39.914Z
example499,success+example499@simulator.amazonses.com,EMAIL,499,John499,Doe499,Usage,High,Email,ProductX,Standard,0.956168755,0.091445351,2020-03-05T12:04:39.914Z
example500,success+example500@simulator.amazonses.com,EMAIL,500,John500,Doe500,Renewal,High,Email,ProductX,Premium,0.076660483,0.885581266,2020-03-05T12:04:39.914Z
example501,success+example501@simulator.amazonses.com,EMAIL,501,John501,Doe501,Renewal,High,Email,ProductX,Premium,0.183035926,0.632575202,2020-03-05T12:04:39.914Z
example502,success+example502@simulator.amazonses.com,EMAIL,502,John502,Doe502,Upsell,High,Email,ProductX,Standard,0.787237121,0.035037111,2020-03-05T12:04:39.914Z
example503,success+example503@simulator.amazonses.com,EMAIL,503,John503,Doe503,Usage,High,Email,ProductX,Standard,0.135078724,0.941891759,2020-03-05T12:04:39.914Z
example504,success+example504@simulator.amazonses.com,EMAIL,504,John504,Doe504,Usage,Low,Email,ProductX,Premium,0.000425006,0.476830912,2020-03-05T12:04:39.914Z
example505,success+example505@simulator.amazonses.com,EMAIL,505,John505,Doe505,Usage,High,Email,ProductX,Premium,0.336731981,0.94852665,2020-03-05T12:04:39.914Z
example506,success+example506@simulator.amazonses.com,EMAIL,506,John506,Doe506,Renewal,High,Email,ProductX,Premium,0.572451429,0.908825044,2020-03-05T12:04:39.914Z
example507,success+example507@simulator.amazonses.com,EMAIL,507,John507,Doe507,Usage,High,Email,ProductX,Premium,0.218035595,0.883636215,2020-03-05T12:04:39.914Z
example508,success+example508@simulator.amazonses.com,EMAIL,508,John508,Doe508,Renewal,High,Email,ProductX,Standard,0.700181081,0.365594949,2020-03-05T12:04:39.914Z
example509,success+example509@simulator.amazonses.com,EMAIL,509,John509,Doe509,Renewal,High,Email,ProductX,Premium,0.785979499,0.911116041,2020-03-05T12:04:39.914Z
example510,success+example510@simulator.amazonses.com,EMAIL,510,John510,Doe510,Upsell,Low,Email,ProductX,Premium,0.666437487,0.886425915,2020-03-05T12:04:39.914Z
example511,success+example511@simulator.amazonses.com,EMAIL,511,John511,Doe511,Usage,High,Email,ProductX,Premium,0.231357141,0.72373861,2020-03-05T12:04:39.914Z
example512,success+example512@simulator.amazonses.com,EMAIL,512,John512,Doe512,Upsell,Low,Email,ProductX,Premium,0.131778728,0.719945708,2020-03-05T12:04:39.914Z
example513,success+example513@simulator.amazonses.com,EMAIL,513,John513,Doe513,Usage,High,Email,ProductX,Standard,0.429632801,0.713692849,2020-03-05T12:04:39.914Z
example514,success+example514@simulator.amazonses.com,EMAIL,514,John514,Doe514,Upsell,High,Email,ProductX,Premium,0.449632498,0.149611925,2020-03-05T12:04:39.914Z
example515,success+example515@simulator.amazonses.com,EMAIL,515,John515,Doe515,Usage,Low,Email,ProductX,Standard,0.226452734,0.442965294,2020-03-05T12:04:39.914Z
example516,success+example516@simulator.amazonses.com,EMAIL,516,John516,Doe516,Upsell,High,Email,ProductX,Standard,0.871983911,0.106395787,2020-03-05T12:04:39.914Z
example517,success+example517@simulator.amazonses.com,EMAIL,517,John517,Doe517,Usage,Low,Email,ProductX,Premium,0.290978887,0.338854709,2020-03-05T12:04:39.914Z
example518,success+example518@simulator.amazonses.com,EMAIL,518,John518,Doe518,Usage,High,Email,ProductX,Premium,0.852097729,0.380995963,2020-03-05T12:04:39.914Z
example519,success+example519@simulator.amazonses.com,EMAIL,519,John519,Doe519,Renewal,High,Email,ProductX,Standard,0.822041885,0.530032039,2020-03-05T12:04:39.914Z
example520,success+example520@simulator.amazonses.com,EMAIL,520,John520,Doe520,Usage,High,Email,ProductX,Standard,0.501871756,0.706101181,2020-03-05T12:04:39.914Z
example521,success+example521@simulator.amazonses.com,EMAIL,521,John521,Doe521,Upsell,Low,Email,ProductX,Standard,0.695526823,0.641615742,2020-03-05T12:04:39.914Z
example522,success+example522@simulator.amazonses.com,EMAIL,522,John522,Doe522,Usage,Low,Email,ProductX,Standard,0.66574023,0.894800628,2020-03-05T12:04:39.914Z
example523,success+example523@simulator.amazonses.com,EMAIL,523,John523,Doe523,Usage,High,Email,ProductX,Premium,0.85920137,0.98890613,2020-03-05T12:04:39.914Z
example524,success+example524@simulator.amazonses.com,EMAIL,524,John524,Doe524,Renewal,High,Email,ProductX,Premium,0.500056949,0.774022954,2020-03-05T12:04:39.914Z
example525,success+example525@simulator.amazonses.com,EMAIL,525,John525,Doe525,Upsell,Low,Email,ProductX,Standard,0.045495224,0.125329841,2020-03-05T12:04:39.914Z
example526,success+example526@simulator.amazonses.com,EMAIL,526,John526,Doe526,Usage,High,Email,ProductX,Standard,0.713034831,0.42530248,2020-03-05T12:04:39.914Z
example527,success+example527@simulator.amazonses.com,EMAIL,527,John527,Doe527,Renewal,High,Email,ProductX,Standard,0.385822612,0.435896826,2020-03-05T12:04:39.914Z
example528,success+example528@simulator.amazonses.com,EMAIL,528,John528,Doe528,Upsell,Low,Email,ProductX,Premium,0.549194223,0.978626453,2020-03-05T12:04:39.914Z
example529,success+example529@simulator.amazonses.com,EMAIL,529,John529,Doe529,Usage,High,Email,ProductX,Premium,0.221888039,0.024810641,2020-03-05T12:04:39.914Z
example530,success+example530@simulator.amazonses.com,EMAIL,530,John530,Doe530,Renewal,Low,Email,ProductX,Premium,0.933989112,0.132994782,2020-03-05T12:04:39.914Z
example531,success+example531@simulator.amazonses.com,EMAIL,531,John531,Doe531,Usage,High,Email,ProductX,Standard,0.717373803,0.662004035,2020-03-05T12:04:39.914Z
example532,success+example532@simulator.amazonses.com,EMAIL,532,John532,Doe532,Renewal,Low,Email,ProductX,Premium,0.606043841,0.687164797,2020-03-05T12:04:39.914Z
example533,success+example533@simulator.amazonses.com,EMAIL,533,John533,Doe533,Upsell,High,Email,ProductX,Premium,0.785436424,0.939570819,2020-03-05T12:04:39.914Z
example534,success+example534@simulator.amazonses.com,EMAIL,534,John534,Doe534,Upsell,Low,Email,ProductX,Premium,0.732899696,0.603970591,2020-03-05T12:04:39.914Z
example535,success+example535@simulator.amazonses.com,EMAIL,535,John535,Doe535,Renewal,High,Email,ProductX,Standard,0.476465671,0.175233491,2020-03-05T12:04:39.914Z
example536,success+example536@simulator.amazonses.com,EMAIL,536,John536,Doe536,Renewal,Low,Email,ProductX,Standard,0.676150166,0.605998612,2020-03-05T12:04:39.914Z
example537,success+example537@simulator.amazonses.com,EMAIL,537,John537,Doe537,Usage,High,Email,ProductX,Premium,0.750712893,0.261136388,2020-03-05T12:04:39.914Z
example538,success+example538@simulator.amazonses.com,EMAIL,538,John538,Doe538,Renewal,High,Email,ProductX,Standard,0.286041296,0.978044067,2020-03-05T12:04:39.914Z
example539,success+example539@simulator.amazonses.com,EMAIL,539,John539,Doe539,Usage,Low,Email,ProductX,Premium,0.388807055,0.922884396,2020-03-05T12:04:39.914Z
example540,success+example540@simulator.amazonses.com,EMAIL,540,John540,Doe540,Upsell,High,Email,ProductX,Premium,0.00205393,0.508336084,2020-03-05T12:04:39.914Z
example541,success+example541@simulator.amazonses.com,EMAIL,541,John541,Doe541,Upsell,High,Email,ProductX,Premium,0.343314785,0.741043727,2020-03-05T12:04:39.914Z
example542,success+example542@simulator.amazonses.com,EMAIL,542,John542,Doe542,Upsell,High,Email,ProductX,Standard,0.04625913,0.191465985,2020-03-05T12:04:39.914Z
example543,success+example543@simulator.amazonses.com,EMAIL,543,John543,Doe543,Usage,High,Email,ProductX,Premium,0.352124272,0.904041664,2020-03-05T12:04:39.914Z
example544,success+example544@simulator.amazonses.com,EMAIL,544,John544,Doe544,Upsell,Low,Email,ProductX,Standard,0.843368842,0.46048732,2020-03-05T12:04:39.914Z
example545,success+example545@simulator.amazonses.com,EMAIL,545,John545,Doe545,Upsell,Low,Email,ProductX,Premium,0.195309563,0.164701154,2020-03-05T12:04:39.914Z
example546,success+example546@simulator.amazonses.com,EMAIL,546,John546,Doe546,Usage,Low,Email,ProductX,Premium,0.038769079,0.665601146,2020-03-05T12:04:39.914Z
example547,success+example547@simulator.amazonses.com,EMAIL,547,John547,Doe547,Renewal,Low,Email,ProductX,Premium,0.362331419,0.428976455,2020-03-05T12:04:39.914Z
example548,success+example548@simulator.amazonses.com,EMAIL,548,John548,Doe548,Renewal,High,Email,ProductX,Standard,0.005152762,0.210864671,2020-03-05T12:04:39.914Z
example549,success+example549@simulator.amazonses.com,EMAIL,549,John549,Doe549,Usage,High,Email,ProductX,Standard,0.351595485,0.632397528,2020-03-05T12:04:39.914Z
example550,success+example550@simulator.amazonses.com,EMAIL,550,John550,Doe550,Renewal,Low,Email,ProductX,Standard,0.404865805,0.201638233,2020-03-05T12:04:39.914Z
example551,success+example551@simulator.amazonses.com,EMAIL,551,John551,Doe551,Usage,Low,Email,ProductX,Premium,0.275181326,0.239386388,2020-03-05T12:04:39.914Z
example552,success+example552@simulator.amazonses.com,EMAIL,552,John552,Doe552,Upsell,Low,Email,ProductX,Standard,0.803126947,0.91474116,2020-03-05T12:04:39.914Z
example553,success+example553@simulator.amazonses.com,EMAIL,553,John553,Doe553,Usage,High,Email,ProductX,Premium,0.803353443,0.883837207,2020-03-05T12:04:39.914Z
example554,success+example554@simulator.amazonses.com,EMAIL,554,John554,Doe554,Usage,Low,Email,ProductX,Premium,0.739053113,0.338104952,2020-03-05T12:04:39.914Z
example555,success+example555@simulator.amazonses.com,EMAIL,555,John555,Doe555,Renewal,High,Email,ProductX,Premium,0.49626202,0.671507633,2020-03-05T12:04:39.914Z
example556,success+example556@simulator.amazonses.com,EMAIL,556,John556,Doe556,Usage,High,Email,ProductX,Standard,0.393165925,0.057347996,2020-03-05T12:04:39.914Z
example557,success+example557@simulator.amazonses.com,EMAIL,557,John557,Doe557,Usage,High,Email,ProductX,Standard,0.539935888,0.563378385,2020-03-05T12:04:39.914Z
example558,success+example558@simulator.amazonses.com,EMAIL,558,John558,Doe558,Renewal,High,Email,ProductX,Premium,0.549804719,0.487290955,2020-03-05T12:04:39.914Z
example559,success+example559@simulator.amazonses.com,EMAIL,559,John559,Doe559,Upsell,High,Email,ProductX,Standard,0.771641599,0.709874434,2020-03-05T12:04:39.914Z
example560,success+example560@simulator.amazonses.com,EMAIL,560,John560,Doe560,Upsell,Low,Email,ProductX,Premium,0.688747702,0.646978141,2020-03-05T12:04:39.914Z
example561,success+example561@simulator.amazonses.com,EMAIL,561,John561,Doe561,Renewal,High,Email,ProductX,Premium,0.054331148,0.982322784,2020-03-05T12:04:39.914Z
example562,success+example562@simulator.amazonses.com,EMAIL,562,John562,Doe562,Usage,High,Email,ProductX,Premium,0.563511576,0.959166314,2020-03-05T12:04:39.914Z
example563,success+example563@simulator.amazonses.com,EMAIL,563,John563,Doe563,Renewal,High,Email,ProductX,Standard,0.479009459,0.679525946,2020-03-05T12:04:39.914Z
example564,success+example564@simulator.amazonses.com,EMAIL,564,John564,Doe564,Renewal,High,Email,ProductX,Premium,0.956450752,0.55821695,2020-03-05T12:04:39.914Z
example565,success+example565@simulator.amazonses.com,EMAIL,565,John565,Doe565,Upsell,Low,Email,ProductX,Premium,0.165943259,0.299955056,2020-03-05T12:04:39.914Z
example566,success+example566@simulator.amazonses.com,EMAIL,566,John566,Doe566,Upsell,High,Email,ProductX,Standard,0.901691332,0.787015199,2020-03-05T12:04:39.914Z
example567,success+example567@simulator.amazonses.com,EMAIL,567,John567,Doe567,Usage,Low,Email,ProductX,Standard,0.677083106,0.19957505,2020-03-05T12:04:39.914Z
example568,success+example568@simulator.amazonses.com,EMAIL,568,John568,Doe568,Renewal,Low,Email,ProductX,Premium,0.572487818,0.226570642,2020-03-05T12:04:39.914Z
example569,success+example569@simulator.amazonses.com,EMAIL,569,John569,Doe569,Renewal,Low,Email,ProductX,Standard,0.640024031,0.086646052,2020-03-05T12:04:39.914Z
example570,success+example570@simulator.amazonses.com,EMAIL,570,John570,Doe570,Renewal,Low,Email,ProductX,Standard,0.433930197,0.096852453,2020-03-05T12:04:39.914Z
example571,success+example571@simulator.amazonses.com,EMAIL,571,John571,Doe571,Upsell,Low,Email,ProductX,Premium,0.069861162,0.704228168,2020-03-05T12:04:39.914Z
example572,success+example572@simulator.amazonses.com,EMAIL,572,John572,Doe572,Usage,High,Email,ProductX,Premium,0.677326469,0.612336483,2020-03-05T12:04:39.914Z
example573,success+example573@simulator.amazonses.com,EMAIL,573,John573,Doe573,Renewal,High,Email,ProductX,Premium,0.718207469,0.885671028,2020-03-05T12:04:39.914Z
example574,success+example574@simulator.amazonses.com,EMAIL,574,John574,Doe574,Upsell,Low,Email,ProductX,Standard,0.604066463,0.823856062,2020-03-05T12:04:39.914Z
example575,success+example575@simulator.amazonses.com,EMAIL,575,John575,Doe575,Renewal,Low,Email,ProductX,Standard,0.848583781,0.305853469,2020-03-05T12:04:39.914Z
example576,success+example576@simulator.amazonses.com,EMAIL,576,John576,Doe576,Renewal,High,Email,ProductX,Standard,0.801059599,0.821096033,2020-03-05T12:04:39.914Z
example577,success+example577@simulator.amazonses.com,EMAIL,577,John577,Doe577,Renewal,High,Email,ProductX,Standard,0.992006893,0.307967808,2020-03-05T12:04:39.914Z
example578,success+example578@simulator.amazonses.com,EMAIL,578,John578,Doe578,Renewal,Low,Email,ProductX,Standard,0.303133308,0.163078252,2020-03-05T12:04:39.914Z
example579,success+example579@simulator.amazonses.com,EMAIL,579,John579,Doe579,Renewal,High,Email,ProductX,Premium,0.109036589,0.554416409,2020-03-05T12:04:39.914Z
example580,success+example580@simulator.amazonses.com,EMAIL,580,John580,Doe580,Upsell,Low,Email,ProductX,Premium,0.247374506,0.776695196,2020-03-05T12:04:39.914Z
example581,success+example581@simulator.amazonses.com,EMAIL,581,John581,Doe581,Renewal,High,Email,ProductX,Standard,0.93918342,0.60625467,2020-03-05T12:04:39.914Z
example582,success+example582@simulator.amazonses.com,EMAIL,582,John582,Doe582,Upsell,Low,Email,ProductX,Standard,0.571380236,0.032866836,2020-03-05T12:04:39.914Z
example583,success+example583@simulator.amazonses.com,EMAIL,583,John583,Doe583,Renewal,High,Email,ProductX,Premium,0.332198713,0.908068793,2020-03-05T12:04:39.914Z
example584,success+example584@simulator.amazonses.com,EMAIL,584,John584,Doe584,Usage,Low,Email,ProductX,Standard,0.037195075,0.562209057,2020-03-05T12:04:39.914Z
example585,success+example585@simulator.amazonses.com,EMAIL,585,John585,Doe585,Renewal,High,Email,ProductX,Standard,0.818827686,0.028509066,2020-03-05T12:04:39.914Z
example586,success+example586@simulator.amazonses.com,EMAIL,586,John586,Doe586,Renewal,Low,Email,ProductX,Standard,0.98457467,0.13937373,2020-03-05T12:04:39.914Z
example587,success+example587@simulator.amazonses.com,EMAIL,587,John587,Doe587,Usage,High,Email,ProductX,Standard,0.192870683,0.50756273,2020-03-05T12:04:39.914Z
example588,success+example588@simulator.amazonses.com,EMAIL,588,John588,Doe588,Renewal,Low,Email,ProductX,Premium,0.879411542,0.839755508,2020-03-05T12:04:39.914Z
example589,success+example589@simulator.amazonses.com,EMAIL,589,John589,Doe589,Upsell,High,Email,ProductX,Standard,0.2298127,0.682164152,2020-03-05T12:04:39.914Z
example590,success+example590@simulator.amazonses.com,EMAIL,590,John590,Doe590,Renewal,High,Email,ProductX,Premium,0.270301761,0.944061188,2020-03-05T12:04:39.914Z
example591,success+example591@simulator.amazonses.com,EMAIL,591,John591,Doe591,Renewal,Low,Email,ProductX,Premium,0.254367262,0.32103474,2020-03-05T12:04:39.914Z
example592,success+example592@simulator.amazonses.com,EMAIL,592,John592,Doe592,Renewal,Low,Email,ProductX,Standard,0.635680543,0.705912557,2020-03-05T12:04:39.914Z
example593,success+example593@simulator.amazonses.com,EMAIL,593,John593,Doe593,Upsell,Low,Email,ProductX,Standard,0.584108494,0.587335911,2020-03-05T12:04:39.914Z
example594,success+example594@simulator.amazonses.com,EMAIL,594,John594,Doe594,Renewal,Low,Email,ProductX,Standard,0.469226706,0.277094109,2020-03-05T12:04:39.914Z
example595,success+example595@simulator.amazonses.com,EMAIL,595,John595,Doe595,Renewal,High,Email,ProductX,Premium,0.887166756,0.565675582,2020-03-05T12:04:39.914Z
example596,success+example596@simulator.amazonses.com,EMAIL,596,John596,Doe596,Usage,Low,Email,ProductX,Standard,0.516653065,0.206639076,2020-03-05T12:04:39.914Z
example597,success+example597@simulator.amazonses.com,EMAIL,597,John597,Doe597,Upsell,Low,Email,ProductX,Premium,0.370910292,0.216538785,2020-03-05T12:04:39.914Z
example598,success+example598@simulator.amazonses.com,EMAIL,598,John598,Doe598,Renewal,Low,Email,ProductX,Standard,0.446535681,0.955934371,2020-03-05T12:04:39.914Z
example599,success+example599@simulator.amazonses.com,EMAIL,599,John599,Doe599,Renewal,Low,Email,ProductX,Standard,0.853176158,0.54148292,2020-03-05T12:04:39.914Z
example600,success+example600@simulator.amazonses.com,EMAIL,600,John600,Doe600,Renewal,High,Email,ProductX,Standard,0.619230479,0.755777063,2020-03-05T12:04:39.914Z
example601,success+example601@simulator.amazonses.com,EMAIL,601,John601,Doe601,Upsell,High,Email,ProductX,Standard,0.922775706,0.962634552,2020-03-05T12:04:39.914Z
example602,success+example602@simulator.amazonses.com,EMAIL,602,John602,Doe602,Renewal,Low,Email,ProductX,Premium,0.848324604,0.720297146,2020-03-05T12:04:39.914Z
example603,success+example603@simulator.amazonses.com,EMAIL,603,John603,Doe603,Renewal,High,Email,ProductX,Premium,0.789654468,0.305927513,2020-03-05T12:04:39.914Z
example604,success+example604@simulator.amazonses.com,EMAIL,604,John604,Doe604,Upsell,High,Email,ProductX,Premium,0.633291346,0.442369583,2020-03-05T12:04:39.914Z
example605,success+example605@simulator.amazonses.com,EMAIL,605,John605,Doe605,Usage,High,Email,ProductX,Premium,0.275172733,0.4597354,2020-03-05T12:04:39.914Z
example606,success+example606@simulator.amazonses.com,EMAIL,606,John606,Doe606,Upsell,Low,Email,ProductX,Premium,0.799105489,0.926329756,2020-03-05T12:04:39.914Z
example607,success+example607@simulator.amazonses.com,EMAIL,607,John607,Doe607,Upsell,High,Email,ProductX,Standard,0.580028982,0.134448711,2020-03-05T12:04:39.914Z
example608,success+example608@simulator.amazonses.com,EMAIL,608,John608,Doe608,Renewal,Low,Email,ProductX,Premium,0.390911484,0.672276077,2020-03-05T12:04:39.914Z
example609,success+example609@simulator.amazonses.com,EMAIL,609,John609,Doe609,Renewal,High,Email,ProductX,Premium,0.875059364,0.137425885,2020-03-05T12:04:39.914Z
example610,success+example610@simulator.amazonses.com,EMAIL,610,John610,Doe610,Renewal,High,Email,ProductX,Standard,0.757900596,0.219106904,2020-03-05T12:04:39.914Z
example611,success+example611@simulator.amazonses.com,EMAIL,611,John611,Doe611,Renewal,Low,Email,ProductX,Premium,0.790197009,0.253878348,2020-03-05T12:04:39.914Z
example612,success+example612@simulator.amazonses.com,EMAIL,612,John612,Doe612,Renewal,High,Email,ProductX,Premium,0.259518053,0.873542438,2020-03-05T12:04:39.914Z
example613,success+example613@simulator.amazonses.com,EMAIL,613,John613,Doe613,Usage,Low,Email,ProductX,Premium,0.137450405,0.675575647,2020-03-05T12:04:39.914Z
example614,success+example614@simulator.amazonses.com,EMAIL,614,John614,Doe614,Usage,Low,Email,ProductX,Standard,0.558470424,0.610179401,2020-03-05T12:04:39.914Z
example615,success+example615@simulator.amazonses.com,EMAIL,615,John615,Doe615,Renewal,Low,Email,ProductX,Premium,0.484497398,0.884190381,2020-03-05T12:04:39.914Z
example616,success+example616@simulator.amazonses.com,EMAIL,616,John616,Doe616,Usage,High,Email,ProductX,Standard,0.624322233,0.22191403,2020-03-05T12:04:39.914Z
example617,success+example617@simulator.amazonses.com,EMAIL,617,John617,Doe617,Usage,High,Email,ProductX,Premium,0.663688297,0.37697701,2020-03-05T12:04:39.914Z
example618,success+example618@simulator.amazonses.com,EMAIL,618,John618,Doe618,Upsell,High,Email,ProductX,Premium,0.237010471,0.762167764,2020-03-05T12:04:39.914Z
example619,success+example619@simulator.amazonses.com,EMAIL,619,John619,Doe619,Renewal,Low,Email,ProductX,Premium,0.275639244,0.19086515,2020-03-05T12:04:39.914Z
example620,success+example620@simulator.amazonses.com,EMAIL,620,John620,Doe620,Usage,High,Email,ProductX,Premium,0.387221783,0.168340696,2020-03-05T12:04:39.914Z
example621,success+example621@simulator.amazonses.com,EMAIL,621,John621,Doe621,Renewal,High,Email,ProductX,Standard,0.31701819,0.43688992,2020-03-05T12:04:39.914Z
example622,success+example622@simulator.amazonses.com,EMAIL,622,John622,Doe622,Upsell,Low,Email,ProductX,Premium,0.045949722,0.679695606,2020-03-05T12:04:39.914Z
example623,success+example623@simulator.amazonses.com,EMAIL,623,John623,Doe623,Upsell,High,Email,ProductX,Standard,0.251826768,0.091890552,2020-03-05T12:04:39.914Z
example624,success+example624@simulator.amazonses.com,EMAIL,624,John624,Doe624,Usage,Low,Email,ProductX,Premium,0.353262589,0.401999491,2020-03-05T12:04:39.914Z
example625,success+example625@simulator.amazonses.com,EMAIL,625,John625,Doe625,Usage,Low,Email,ProductX,Premium,0.454619527,0.004785326,2020-03-05T12:04:39.914Z
example626,success+example626@simulator.amazonses.com,EMAIL,626,John626,Doe626,Usage,High,Email,ProductX,Standard,0.966413408,0.572163914,2020-03-05T12:04:39.914Z
example627,success+example627@simulator.amazonses.com,EMAIL,627,John627,Doe627,Renewal,High,Email,ProductX,Standard,0.308852471,0.096966373,2020-03-05T12:04:39.914Z
example628,success+example628@simulator.amazonses.com,EMAIL,628,John628,Doe628,Upsell,High,Email,ProductX,Standard,0.948271568,0.475524611,2020-03-05T12:04:39.914Z
example629,success+example629@simulator.amazonses.com,EMAIL,629,John629,Doe629,Upsell,Low,Email,ProductX,Premium,0.757197772,0.573883916,2020-03-05T12:04:39.914Z
example630,success+example630@simulator.amazonses.com,EMAIL,630,John630,Doe630,Usage,High,Email,ProductX,Standard,0.465501917,0.167985597,2020-03-05T12:04:39.914Z
example631,success+example631@simulator.amazonses.com,EMAIL,631,John631,Doe631,Upsell,Low,Email,ProductX,Standard,0.370162958,0.008647684,2020-03-05T12:04:39.914Z
example632,success+example632@simulator.amazonses.com,EMAIL,632,John632,Doe632,Usage,Low,Email,ProductX,Standard,0.559011339,0.13129046,2020-03-05T12:04:39.914Z
example633,success+example633@simulator.amazonses.com,EMAIL,633,John633,Doe633,Upsell,High,Email,ProductX,Standard,0.845053855,0.769148896,2020-03-05T12:04:39.914Z
example634,success+example634@simulator.amazonses.com,EMAIL,634,John634,Doe634,Upsell,High,Email,ProductX,Premium,0.606194798,0.920435296,2020-03-05T12:04:39.914Z
example635,success+example635@simulator.amazonses.com,EMAIL,635,John635,Doe635,Upsell,High,Email,ProductX,Premium,0.293404135,0.453881284,2020-03-05T12:04:39.914Z
example636,success+example636@simulator.amazonses.com,EMAIL,636,John636,Doe636,Renewal,High,Email,ProductX,Premium,0.366586205,0.228571466,2020-03-05T12:04:39.914Z
example637,success+example637@simulator.amazonses.com,EMAIL,637,John637,Doe637,Renewal,Low,Email,ProductX,Standard,0.526034054,0.475837957,2020-03-05T12:04:39.914Z
example638,success+example638@simulator.amazonses.com,EMAIL,638,John638,Doe638,Upsell,Low,Email,ProductX,Standard,0.149633193,0.41761411,2020-03-05T12:04:39.914Z
example639,success+example639@simulator.amazonses.com,EMAIL,639,John639,Doe639,Upsell,High,Email,ProductX,Premium,0.330693657,0.62739487,2020-03-05T12:04:39.914Z
example640,success+example640@simulator.amazonses.com,EMAIL,640,John640,Doe640,Upsell,High,Email,ProductX,Premium,0.458603984,0.910561956,2020-03-05T12:04:39.914Z
example641,success+example641@simulator.amazonses.com,EMAIL,641,John641,Doe641,Renewal,High,Email,ProductX,Premium,0.455997383,0.362584487,2020-03-05T12:04:39.914Z
example642,success+example642@simulator.amazonses.com,EMAIL,642,John642,Doe642,Usage,High,Email,ProductX,Premium,0.162244822,0.22122924,2020-03-05T12:04:39.914Z
example643,success+example643@simulator.amazonses.com,EMAIL,643,John643,Doe643,Renewal,High,Email,ProductX,Standard,0.905843401,0.62517905,2020-03-05T12:04:39.914Z
example644,success+example644@simulator.amazonses.com,EMAIL,644,John644,Doe644,Upsell,High,Email,ProductX,Premium,0.28510551,0.86652252,2020-03-05T12:04:39.914Z
example645,success+example645@simulator.amazonses.com,EMAIL,645,John645,Doe645,Usage,Low,Email,ProductX,Premium,0.70520104,0.489104669,2020-03-05T12:04:39.914Z
example646,success+example646@simulator.amazonses.com,EMAIL,646,John646,Doe646,Renewal,Low,Email,ProductX,Standard,0.991126595,0.177853392,2020-03-05T12:04:39.914Z
example647,success+example647@simulator.amazonses.com,EMAIL,647,John647,Doe647,Upsell,Low,Email,ProductX,Standard,0.535212136,0.330506637,2020-03-05T12:04:39.914Z
example648,success+example648@simulator.amazonses.com,EMAIL,648,John648,Doe648,Upsell,High,Email,ProductX,Premium,0.72752052,0.541136931,2020-03-05T12:04:39.914Z
example649,success+example649@simulator.amazonses.com,EMAIL,649,John649,Doe649,Upsell,High,Email,ProductX,Standard,0.254405709,0.105585632,2020-03-05T12:04:39.914Z
example650,success+example650@simulator.amazonses.com,EMAIL,650,John650,Doe650,Usage,Low,Email,ProductX,Premium,0.012705839,0.97551535,2020-03-05T12:04:39.914Z
example651,success+example651@simulator.amazonses.com,EMAIL,651,John651,Doe651,Upsell,High,Email,ProductX,Premium,0.009094159,0.640152914,2020-03-05T12:04:39.914Z
example652,success+example652@simulator.amazonses.com,EMAIL,652,John652,Doe652,Usage,Low,Email,ProductX,Standard,0.195688731,0.539191919,2020-03-05T12:04:39.914Z
example653,success+example653@simulator.amazonses.com,EMAIL,653,John653,Doe653,Upsell,High,Email,ProductX,Standard,0.093899784,0.740247606,2020-03-05T12:04:39.914Z
example654,success+example654@simulator.amazonses.com,EMAIL,654,John654,Doe654,Renewal,Low,Email,ProductX,Standard,0.648336224,0.808331847,2020-03-05T12:04:39.914Z
example655,success+example655@simulator.amazonses.com,EMAIL,655,John655,Doe655,Renewal,Low,Email,ProductX,Premium,0.352152988,0.071334255,2020-03-05T12:04:39.914Z
example656,success+example656@simulator.amazonses.com,EMAIL,656,John656,Doe656,Renewal,High,Email,ProductX,Premium,0.329014133,0.933991228,2020-03-05T12:04:39.914Z
example657,success+example657@simulator.amazonses.com,EMAIL,657,John657,Doe657,Upsell,High,Email,ProductX,Premium,0.824029969,0.242195017,2020-03-05T12:04:39.914Z
example658,success+example658@simulator.amazonses.com,EMAIL,658,John658,Doe658,Usage,High,Email,ProductX,Premium,0.02180886,0.834860671,2020-03-05T12:04:39.914Z
example659,success+example659@simulator.amazonses.com,EMAIL,659,John659,Doe659,Usage,Low,Email,ProductX,Premium,0.2326341,0.008862275,2020-03-05T12:04:39.914Z
example660,success+example660@simulator.amazonses.com,EMAIL,660,John660,Doe660,Upsell,High,Email,ProductX,Premium,0.233080392,0.862077296,2020-03-05T12:04:39.914Z
example661,success+example661@simulator.amazonses.com,EMAIL,661,John661,Doe661,Usage,Low,Email,ProductX,Premium,0.189639487,0.888979564,2020-03-05T12:04:39.914Z
example662,success+example662@simulator.amazonses.com,EMAIL,662,John662,Doe662,Renewal,Low,Email,ProductX,Premium,0.418550922,0.474632655,2020-03-05T12:04:39.914Z
